ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
7.049368113050349,-45.40402136115669,-3.114843710332018,-4.584205485418826,-44.93644999102197,2.9934890325654067
44.84808954961672,-5.553577736697582,1.5593175807060118,44.87499281218895,4.564510889618761,1.6033882241380202
5.424170292424776,-43.20220471411664,-2.986939175529083,-3.8872841386000454,-45.33363459798762,-3.1041012648545636
7.9738393996365575,-43.47616563920346,2.981785043138879,-4.544234125028263,-44.95057666783573,2.9956208947522542
44.918905123489225,-5.453418358234881,1.5735263222086417,44.87647823677726,4.39525611786257,1.600555545531531
102.3906607401823,-16.042919079368794,1.337009156454197,105.16122774974548,-4.401933372436974,1.4612209463707448
6.508599050696202,-44.79784452279225,-2.7637947217150782,-4.587417791226282,-45.367366430055824,3.0991913660863935
44.728651877080566,-6.984982677800504,1.5697917764244582,44.86711814190663,4.556785450614432,1.600638691972531
102.43718374050418,-15.579535129228844,1.3603007553837148,104.89917378129614,-4.393946755680346,1.4570213505403153
44.71004241087596,-5.456492759741149,1.5566476491367294,44.89205032841796,3.9400216271853736,1.5932225727440719
5.390894149749047,-44.35530529918782,-2.9887227904347755,-4.070014747505151,-45.38559355208926,-3.1193044155869787
5.439155689405652,-44.33679756965737,-2.9601002486494257,-3.817638632686492,-45.42099201178071,-3.1342885732893215
102.42774226587376,-16.179639245281297,1.334469453154517,104.73990699766915,-4.479466130337679,1.4607972874078354
44.838975598523035,-5.390255510814476,1.550090021483871,44.9053212087841,4.3088827622985635,1.6020113907155051
102.43823490010216,-15.799315873901556,1.402633363449719,104.85685539026002,-4.480234289920688,1.4566952333630026
44.80445278192929,-5.525305047646762,1.5632698309655233,44.871730237796186,4.553702653240095,1.6024420083886473
6.82989420237369,-45.95534014151982,-3.08782973007614,-4.559449873064952,-44.847261958950014,2.983034880075199
6.014037936471009,-45.72113445182813,-3.1285857638761865,-4.5146417214844625,-44.90971007272088,2.97721020303257
7.248316790620151,-45.06452916357806,-2.984038361613653,-4.562849351341997,-44.7587592626529,2.999296013163257
44.843139549563794,-7.041636659794676,1.563119574373528,44.867259225322904,4.517018394358168,1.6025509503230255
8.064497628702632,-46.90477010354968,-3.1054753147463403,-4.51862986729831,-45.072506331144254,3.0089765858697803
102.5547728191913,-15.637885128797452,1.34508347372637,104.61157250380364,-4.464521069110889,1.460448623290533
8.115721125990323,-44.72377434602888,-3.0491213828405677,-4.591074711847333,-44.75303683922346,2.999726688611941
102.53972290657649,-16.151302505061707,1.3151854432135726,104.81407230584144,-4.49084283848108,1.4571386059773597
