sample_ind,rho,sim_steps
60,3.9650159566325076,1757
61,4.160544449781385,1762
62,4.149813075320946,1730
63,2.1347800266527646,2016
64,2.83996239131029,2017
65,3.5413952992112865,1762
66,2.4787462100850846,1707
67,2.9819353519137266,1730
68,3.9711585991598444,2014
69,4.1557429147003475,1722
70,3.3197877281647568,1999
71,0.7415007376950467,1747
72,2.4945879977964385,1999
73,1.7183414263519614,1737
74,2.3376322039343034,1726
