ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
102.3595414728201,-15.570736551974285,1.2932247077845107,105.16404503404299,-4.469270020909368,1.4576965561154305
44.6837882008919,-5.566191330810791,1.6076225309184793,44.73292502978968,4.576055338343872,1.5936052347861114
5.9220589005357684,-43.91730598410744,-2.948948927393723,-4.582981751881033,-45.393126257759405,-3.1136892539137846
6.379557466603417,-46.09991878686625,-3.1334263178571886,-4.544695786303875,-44.75658987357204,3.013939989345631
44.74317284882979,-6.042131220070389,1.5596796985741743,44.86795355218929,4.560605256143946,1.600974158187371
44.6724230252507,-8.224662664147036,1.5902143721743738,44.83026390736227,4.5382902545073565,1.5986459728949103
6.5847735772786855,-43.14013216821107,-2.843767024788732,-4.524315584244414,-45.34220412440828,3.1112171478596395
101.52928253271708,-16.401729372856394,1.4283910199279628,105.024787170673,-4.457683255984827,1.4524715391560559
6.781042490326102,-46.17392232801916,-3.13034525766664,-4.5793175627788365,-44.84510214438266,3.0591273883989696
44.876059481755576,-5.4539421889257875,1.560933902053527,44.91214744706388,2.7462692617875515,1.5870437112639602
8.121896846031596,-46.35554495692074,-2.9919141859669525,-4.5198694668662585,-44.89096765095305,2.969186412869529
44.75466587191933,-6.4739597738160155,1.563542948644984,44.87155894254435,4.606084101652059,1.601438299601037
8.05886796016201,-45.10237391401308,-3.056986416223118,-4.550839097854995,-44.99162000146082,2.9863399507686474
5.534885675203769,-44.092309967252426,-2.9469415269028074,-4.526920079344113,-45.402351956264525,-3.1245357451299265
44.77224023261452,-6.072510081247913,1.5621973377973828,44.90821729931155,4.5466354395601165,1.6016260240737639
44.264813049926964,-5.473046027346226,1.5250738950568374,44.9685036551229,3.3103928715366293,1.5836706618075376
101.6316822094712,-16.317749328029333,1.3657071566093064,105.1786355293615,-4.462912039875904,1.4592519031713838
