sample_ind,rho,sim_steps
212,3.189644285945251,1734
213,3.9087121388085997,1995
214,3.9896204393320627,1765
215,3.432205875822481,1774
216,3.2471282638181247,1753
217,3.7559400967420977,1736
218,2.366277674411963,1707
219,1.5921890977814765,1984
220,3.4631050974250854,1755
221,2.1049313472504974,1995
222,3.340092622238661,1762
223,-0.022439600700430162,1651
